,relative_radial_velocity,relative_lateral_velocity,cross_section,distance_rms,angle_rms,radial_velocity_rms,is_cylindrical,absolute_radial_velocity,region_npoints_1.5,avg_absolute_radial_velocity_1.5,median_absolute_radial_velocity_1.5
0,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0812748074532,6,-0.06014589422062666,0.04354144306854
1,-0.735186398029,0.0,-18.0,0.0,0.0,0.0,0.0,0.006148485001180001,3,-0.09861038454527334,-0.11133376509000001
2,0.245863303542,0.0,-19.0,0.0,0.0,0.0,0.0,0.00845205131918,4,0.09055415005431999,0.07995282113555
3,0.0,0.0,-21.5,0.0,0.0,0.0,0.0,0.0786308348179,6,-0.06014589422062666,0.04354144306854
4,0.67082041502,0.0,-23.0,0.0,0.0,0.0,0.0,2.03679442406,2,1.9509296417250002,1.9509296417250002
5,-0.249989673495,0.0,-22.0,0.0,0.0,0.0,0.0,0.00825750268996,4,-0.005620682146485,0.04344416875393
6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-2.16726517677,1,-2.16726517677,-2.16726517677
7,1.03824424744,0.0,-12.5,0.0,0.0,0.0,0.0,-0.206232383847,1,-0.206232383847,-0.206232383847
8,-0.7442083954809999,0.0,-23.5,0.0,0.0,0.0,0.0,-0.190645873547,5,-0.046718543861072,0.006148485001180001
9,-1.16636860371,0.0,-8.0,0.0,0.0,0.0,0.0,-0.0177103541791,1,-0.0177103541791,-0.0177103541791
10,-0.49567738175399995,0.0,-21.0,0.0,0.0,0.0,0.0,0.07621242105960001,6,0.010242712994399994,-0.10700580477709999
11,-1.9547464847599998,0.0,-1.5,0.0,0.0,0.0,0.0,-0.159751847386,2,-0.14166885986900002,-0.14166885986900002
12,-0.249872773886,0.0,-22.5,0.0,0.0,0.0,0.0,0.0672211796045,4,-0.0728334998712,-0.08395465277115001
13,-0.249985232949,0.0,-22.5,0.0,0.0,0.0,0.0,-0.0433352924883,3,-0.03356270864593334,-0.0433352924883
14,2.11908388138,0.0,1.0,0.0,0.0,0.0,0.0,0.11912900954500001,1,0.11912900954500001,0.11912900954500001
15,-1.40143930912,0.0,5.5,0.0,0.0,0.0,0.0,-0.260574579239,4,0.4554875902837501,0.48454108089200004
16,-0.18175329267999998,0.0,-8.5,0.0,0.0,0.0,0.0,1.7637680769,1,1.7637680769,1.7637680769
17,0.247132465243,0.0,-22.0,0.0,0.0,0.0,0.0,0.088814035058,2,0.05043089902025,0.05043089902025
18,0.481555491686,0.0,-20.0,0.0,0.0,0.0,0.0,0.0120477629825,2,0.05043089902025,0.05043089902025
19,-0.217706084251,0.0,-15.5,0.0,0.0,0.0,0.0,1.25744664669,2,1.170996546745,1.170996546745
20,-0.970142483711,0.0,-15.5,0.0,0.0,0.0,0.0,-0.11546428501599999,8,0.11067851819092502,-0.10700580477709999
21,0.697616398335,0.0,-14.0,0.0,0.0,0.0,0.0,1.86506485939,2,1.9509296417250002,1.9509296417250002
22,0.47976571321500006,0.0,-12.5,0.0,0.0,0.0,0.0,-0.022885952144900003,1,-0.022885952144900003,-0.022885952144900003
23,-0.741066813469,0.0,-14.0,0.0,0.0,0.0,0.0,-0.11133376509000001,2,-0.052592640044410006,-0.052592640044410006
24,-0.249766945839,0.0,-21.5,0.0,0.0,0.0,0.0,-0.126815766096,4,-0.40241745370442505,-0.0565915605984
25,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.2648203372999998,1,-2.2648203372999998,-2.2648203372999998
26,-0.747329413891,0.0,-23.0,0.0,0.0,0.0,0.0,-0.731349468231,4,-0.09439622983322499,0.07995282113555
27,-1.20265841484,0.0,-6.0,0.0,0.0,0.0,0.0,-0.272142112255,7,0.16371467496662856,-0.09854732453819999
28,0.24844470620200002,0.0,-17.0,0.0,0.0,0.0,0.0,0.193858906627,5,-0.073826573602744,0.0786308348179
29,-0.49926319718400003,0.0,-21.0,0.0,0.0,0.0,0.0,-0.12457401305400001,4,-0.0728334998712,-0.08395465277115001
30,-0.24995379149900002,0.0,-1.5,0.0,0.0,0.0,0.0,-0.0649386644363,12,-0.059253553355522494,-0.08174299448725
31,0.0,0.0,11.5,0.0,0.0,0.0,0.0,-0.125898435712,11,-0.022004562133824537,0.00394905963913
32,-0.499026298523,0.0,-11.0,0.0,0.0,0.0,0.0,-0.103483438492,11,-0.06768364675184273,-0.09854732453819999
33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,-2.34903860092,1,-2.34903860092,-2.34903860092
34,-0.249826878309,0.0,-11.0,0.0,0.0,0.0,0.0,-0.111410014331,2,-0.8352426849305,-0.8352426849305
35,-1.7497458457900004,0.0,-13.0,0.0,0.0,0.0,0.0,-1.55907535553,4,-0.433678118511975,-0.11911289021350001
36,-2.14800047874,0.0,2.5,0.0,0.0,0.0,0.0,-0.17539870739,2,-0.2496352642775,-0.2496352642775
37,-0.740271866322,0.0,-21.0,0.0,0.0,0.0,0.0,-0.09357701241969998,2,-0.047561635379679994,-0.047561635379679994
38,0.484717190266,0.0,-16.5,0.0,0.0,0.0,0.0,0.078095138073,1,0.078095138073,0.078095138073
39,-0.24988667666900002,0.0,-17.0,0.0,0.0,0.0,0.0,0.0625886619091,4,-0.42651750519875004,-0.10479166358705
40,1.1211309433,0.0,-10.0,0.0,0.0,0.0,0.0,0.188585713506,1,0.188585713506,0.188585713506
41,-0.735616326332,0.0,-2.5,0.0,0.0,0.0,0.0,-0.00154625833966,3,-0.07317330509745333,-0.09357701241969998
42,-0.498761594296,0.0,-11.0,0.0,0.0,0.0,0.0,-0.0827675610781,2,-0.010089449584500004,-0.010089449584500004
43,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,0.0136326448992,2,-0.0565915605984,-0.0565915605984
44,-0.9709416031839999,0.0,-10.5,0.0,0.0,0.0,0.0,-0.12439664453299999,3,-0.09919269452822,-0.12439664453299999
45,0.22632290422899998,0.0,-24.0,0.0,0.0,0.0,0.0,1.5368866920500002,1,1.5368866920500002,1.5368866920500002
46,1.93503499031,0.0,1.0,0.0,0.0,0.0,0.0,0.263533085585,1,0.263533085585,0.263533085585
47,-0.974991798401,0.0,-14.0,0.0,0.0,0.0,0.0,-0.17163518071199999,2,-0.1480159126225,-0.1480159126225
48,0.20000000298,0.0,-19.0,0.0,0.0,0.0,0.0,-1.16312897205,1,-1.16312897205,-1.16312897205
49,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.52184510231,1,2.52184510231,2.52184510231
50,1.55222797394,0.0,1.5,0.0,0.0,0.0,0.0,0.104412950575,2,0.1154861338435,0.1154861338435
51,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.00394905963913,12,-0.02838312566752249,-0.030494802398585
52,1.1093701124200002,0.0,-5.0,0.0,0.0,0.0,0.0,0.126559317112,5,0.0812467038631,0.10025858879100001
53,-2.62889027596,0.0,-22.5,0.0,0.0,0.0,0.0,-0.352595120668,2,-0.3725434243675,-0.3725434243675
54,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.39486697316200003,2,0.5434006005525001,0.5434006005525001
55,0.38999158144,0.0,-20.0,0.0,0.0,0.0,0.0,2.00309109688,2,1.1254670470965,1.1254670470965
56,-2.56205010414,0.0,-26.0,0.0,0.0,0.0,0.0,-0.392491728067,3,-0.3823564747966666,-0.392491728067
57,-2.54344964027,0.0,-23.5,0.0,0.0,0.0,0.0,-0.401982575655,3,-0.3366192032893333,-0.392491728067
58,-2.23606801033,0.0,-23.0,0.0,0.0,0.0,0.0,-0.215383306146,2,-0.30868294090049997,-0.30868294090049997
59,-2.0852856636,0.0,-15.5,0.0,0.0,0.0,0.0,-0.285887002945,1,-0.285887002945,-0.285887002945
60,-1.5352160930599998,0.0,-16.5,0.0,0.0,0.0,0.0,-0.240145519376,2,-0.210932314396,-0.210932314396
61,-1.15904760361,0.0,-19.5,0.0,0.0,0.0,0.0,-0.18171910941599997,2,-0.210932314396,-0.210932314396
62,-2.33382344246,0.0,5.0,0.0,0.0,0.0,0.0,-0.323871821165,2,-0.2496352642775,-0.2496352642775
63,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.6919342279430001,4,0.44876857846975005,0.5434006005525001
64,-2.75449919701,0.0,6.5,0.0,0.0,0.0,0.0,-0.317739754915,4,-0.27359592169525004,-0.277688845992
65,-2.59287691116,0.0,-22.5,0.0,0.0,0.0,0.0,-0.291723072529,2,-0.2972418516875,-0.2972418516875
66,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.8329163789749999,5,0.25218901121983,0.00704506458715
67,-1.18361866474,0.0,-16.0,0.0,0.0,0.0,0.0,0.247842997313,2,1.1254670470965,1.1254670470965
68,-1.8723284006099998,0.0,6.0,0.0,0.0,0.0,0.0,-0.12358587235200001,2,-0.14166885986900002,-0.14166885986900002
69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.11344277859,3,0.6458048820503334,1.0845464468000001
70,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,1.0845464468000001,6,0.4678758159283334,0.48454108089200004
71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.741584122181,6,0.010242712994399994,-0.10700580477709999
72,-2.0838642120400004,0.0,-17.0,0.0,0.0,0.0,0.0,-0.128326550126,3,-0.49417314430133336,-0.128678828478
73,-2.10180163383,0.0,-20.0,0.0,0.0,0.0,0.0,-0.128678828478,3,-0.49417314430133336,-0.128678828478
74,-0.9824865460400001,0.0,-5.5,0.0,0.0,0.0,0.0,-0.27018654346500004,11,-0.013273123990463638,-0.09854732453819999
75,-2.77853393555,0.0,11.0,0.0,0.0,0.0,0.0,-0.32179167866700004,4,-0.27359592169525004,-0.277688845992
76,-0.889792740345,0.0,4.0,0.0,0.0,0.0,0.0,-0.12464326620100001,3,0.466735780239,0.6919342279430001
77,-2.8425283432,0.0,-20.5,0.0,0.0,0.0,0.0,-1.2255140543,3,-0.49417314430133336,-0.128678828478
78,-1.07346689701,0.0,-4.0,0.0,0.0,0.0,0.0,0.00704506458715,4,0.1513672705041625,-0.040569973876675
79,-0.740497767925,0.0,-7.5,0.0,0.0,0.0,0.0,-0.09854732453819999,13,-0.00481023822128231,-0.0649386644363
80,0.9084904789920001,0.0,-5.0,0.0,0.0,0.0,0.0,0.041525188833499996,4,0.075455142185125,0.07089188881225
81,0.7100795507430001,0.0,-2.0,0.0,0.0,0.0,0.0,0.10025858879100001,8,0.016686870541866256,0.03750133141875
82,-0.24995379149900002,0.0,-9.5,0.0,0.0,0.0,0.0,0.0344619266689,12,-0.059253553355522494,-0.08174299448725
83,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0795222073793,12,-0.02838312566752249,-0.030494802398585
84,-0.499102413654,0.0,-8.0,0.0,0.0,0.0,0.0,-0.109949856997,11,-0.06768364675184273,-0.09854732453819999
85,-1.2268192768100001,0.0,-5.5,0.0,0.0,0.0,0.0,-0.146307349205,4,0.1513672705041625,-0.040569973876675
86,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-0.125898435712,11,-0.022004562133824537,0.00394905963913
87,0.48261317610699994,0.0,-9.5,0.0,0.0,0.0,0.0,0.033477474004,11,0.012678874360220914,0.0344619266689
88,0.487566441298,0.0,-6.5,0.0,0.0,0.0,0.0,0.143620550632,1,0.143620550632,0.143620550632
89,-2.7282009124799997,0.0,1.0,0.0,0.0,0.0,0.0,-0.0939942896366,2,0.5459444373867001,0.5459444373867001
90,-0.249950021505,0.0,-3.5,0.0,0.0,0.0,0.0,0.0364493913949,12,-0.059253553355522494,-0.08174299448725
91,-1.98893046379,0.0,6.5,0.0,0.0,0.0,0.0,-0.32308280468,2,-0.2430022209885,-0.2430022209885
92,-2.74368238449,0.0,-4.0,0.0,0.0,0.0,0.0,-0.21721431613000003,4,-0.27359592169525004,-0.277688845992
93,-1.4649666547799998,0.0,-10.5,0.0,0.0,0.0,0.0,1.18588316441,2,0.5459444373867001,0.5459444373867001
94,-1.09077131748,0.0,-5.5,0.0,0.0,0.0,0.0,0.8477143645290001,3,0.25874037047233334,0.17281511425999999
95,-1.7114478349700002,0.0,3.0,0.0,0.0,0.0,0.0,-0.162921637297,3,-0.23320539295700002,-0.21361173689399998
96,-1.7207980155900002,0.0,-6.5,0.0,0.0,0.0,0.0,0.17281511425999999,3,0.25874037047233334,0.17281511425999999
97,-2.73598384857,0.0,5.5,0.0,0.0,0.0,0.0,-0.237637937069,4,-0.27359592169525004,-0.277688845992
98,-1.59880828857,0.0,6.5,0.0,0.0,0.0,0.0,-0.21361173689399998,3,-0.1549061288438333,-0.162921637297
99,-2.68953418732,0.0,-24.0,0.0,0.0,0.0,0.0,-0.302760630846,2,-0.2972418516875,-0.2972418516875
100,-1.33231925964,0.0,-0.5,0.0,0.0,0.0,0.0,-0.0881850123405,4,-0.11026475846308749,-0.11724618077275
101,-2.1789388656599997,0.0,-10.5,0.0,0.0,0.0,0.0,-0.24430836737199998,3,0.25874037047233334,0.17281511425999999
